subject	condition	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	surveyTime
132	2	5	0	41	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0	3,-2,3,5,3,-2;3,1,3,10,6,-4;3,-1,8,13,9,-1;3,-1,8,18,7,2;8,2,13,23,5,5;8,5,13,26,3,8;8,8,13,31,6,6;8,6,16,31,9,4;13,4,21,34,7,7;13,2,21,39,5,10;13,0,26,44,3,13;13,-2,31,49,1,16;18,-4,31,54,4,19;18,-6,31,57,7,17;23,-3,36,57,10,20;28,0,41,57,13,23;33,-2,46,60,16,26;33,1,46,65,19,29;38,4,51,70,22,32;43,7,49,68,25,35	4,4,4,4,3,3,4,3	4,4,3,3,4,3,4,3	0,1,2;0,2,1;1,0,2;0,1,2;2,0,1;0,1,2;1,0,2;0,1,2;2,0,1;2,0,1;0,1,2;0,2,1;2,0,1;0,1,2;1,0,2;5,0,3;0,2,3;3,5,0;1,0,2;2,0,1	0,1,0;1,1,0;0,0,1;0,0,0;1,1,1;0,1,0;1,0,0;0,0,1;1,1,0;0,0,0;0,0,1;0,1,0;0,1,0;0,0,0;0,0,0;0,0,1;0,0,0;0,0,1;0,0,0;1,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0	3,1,-1,2,5,8,6,9,12,10,8,6,9,7,10,13,16,19,22,25	8,6,7,7,8,6,6,6,6,7,6,6,7,7,9,6,6,6,6,9	15,13
133	2	5	1	51	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0	3,-2,3,5,3,-2;3,1,3,10,6,-4;3,-1,8,13,9,-1;3,-1,8,18,7,2;8,2,13,23,5,5;8,5,13,26,3,8;8,8,13,31,6,6;8,6,16,31,9,4;13,4,21,34,7,7;13,2,21,39,5,10;13,0,26,44,3,13;13,-2,31,49,1,16;18,-4,31,54,4,19;18,-6,31,57,7,17;23,-3,36,57,10,20;28,0,41,57,13,23;33,-2,46,60,16,26;33,1,46,65,19,29;38,4,51,70,22,32;43,7,49,68,25,35	4,4,3,3,3,3,3,3	4,4,3,3,3,3,3,3	2,1,5;0,2,3;0,2,3;1,0,5;1,2,4;1,2,5;1,0,5;2,0,4;0,1,5;1,2,3;0,2,3;0,2,4;1,0,4;2,1,4;2,0,5;1,2,4;1,0,4;1,2,5;0,2,5;2,0,3	0,1,1;1,1,0;0,1,1;0,0,1;1,1,0;1,0,1;1,0,0;1,0,1;1,0,1;0,0,1;0,1,1;0,1,0;0,1,1;0,0,1;0,0,0;0,0,0;1,0,0;0,1,0;0,0,0;1,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1	5,10,15,20,25,30,35,35,35,40,40,45,45,50,50,50,50,55,60,60	44,13,9,8,25,13,10,8,8,14,7,8,8,8,13,9,6,6,7,8	30,18
134	2	5	2	36	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0	3,-2,3,5,3,-2;3,1,3,10,6,-4;3,-1,8,13,9,-1;3,-1,8,18,7,2;8,2,13,23,5,5;8,5,13,26,3,8;8,8,13,31,6,6;8,6,16,31,9,4;13,4,21,34,7,7;13,2,21,39,5,10;13,0,26,44,3,13;13,-2,31,49,1,16;18,-4,31,54,4,19;18,-6,31,57,7,17;23,-3,36,57,10,20;28,0,41,57,13,23;33,-2,46,60,16,26;33,1,46,65,19,29;38,4,51,70,22,32;43,7,49,68,25,35	4,4,4,4,3,3,3,4	4,4,4,4,3,3,3,3	1,0,3;4,3,1;0,4,5;5,4,0;4,3,1;0,2,3;4,3,2;2,1,0;3,4,0;3,4,0;5,4,2;2,1,0;3,4,5;2,0,1;5,3,4;4,3,5;1,2,0;3,4,5;0,2,1;1,2,0	1,0,0;0,0,0;0,1,1;1,0,0;0,1,1;0,0,1;1,1,0;1,0,0;1,0,1;1,0,0;1,0,1;1,0,0;1,1,1;0,0,0;0,1,0;0,1,0;1,0,0;0,0,0;0,0,0;0,1,0	0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0	0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0	5,3,8,11,16,19,24,29,32,37,42,47,52,52,50,53,58,63,68,73	32,12,10,10,20,10,7,11,9,8,12,8,6,10,7,8,6,5,6,14	16,15
135	2	5	3	35	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0	3,-2,3,5,3,-2;3,1,3,10,6,-4;3,-1,8,13,9,-1;3,-1,8,18,7,2;8,2,13,23,5,5;8,5,13,26,3,8;8,8,13,31,6,6;8,6,16,31,9,4;13,4,21,34,7,7;13,2,21,39,5,10;13,0,26,44,3,13;13,-2,31,49,1,16;18,-4,31,54,4,19;18,-6,31,57,7,17;23,-3,36,57,10,20;28,0,41,57,13,23;33,-2,46,60,16,26;33,1,46,65,19,29;38,4,51,70,22,32;43,7,49,68,25,35	4,4,3,4,4,4,4,3	4,3,4,3,3,3,3,3	4,0,5;5,3,2;4,0,2;3,5,4;2,1,0;4,3,5;3,4,5;0,2,1;1,4,3;3,4,5;5,4,3;2,1,0;4,3,5;3,4,5;5,3,2;4,3,5;0,4,3;0,4,3;5,4,3;5,3,4	0,0,1;1,0,1;1,0,1;1,1,0;1,1,1;0,1,1;1,1,0;0,1,0;0,0,1;1,0,1;1,0,1;1,0,0;1,1,1;1,1,0;0,1,0;0,1,0;0,0,0;1,0,0;0,0,0;0,1,0	1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1	0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0	3,1,6,9,12,17,20,18,21,26,29,27,30,28,31,29,32,35,33,36	45,24,13,9,12,7,10,7,6,6,6,7,10,11,7,6,6,6,7,6	163,22
136	2	5	4	35	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0	3,-2,3,5,3,-2;3,1,3,10,6,-4;3,-1,8,13,9,-1;3,-1,8,18,7,2;8,2,13,23,5,5;8,5,13,26,3,8;8,8,13,31,6,6;8,6,16,31,9,4;13,4,21,34,7,7;13,2,21,39,5,10;13,0,26,44,3,13;13,-2,31,49,1,16;18,-4,31,54,4,19;18,-6,31,57,7,17;23,-3,36,57,10,20;28,0,41,57,13,23;33,-2,46,60,16,26;33,1,46,65,19,29;38,4,51,70,22,32;43,7,49,68,25,35	5,5,5,5,4,4,4,4	5,5,5,5,5,3,4,3	3,0,4;3,4,5;2,0,1;4,5,3;1,2,3;3,5,4;2,0,1;4,5,3;1,0,2;4,3,5;0,2,1;4,5,3;1,2,0;3,4,5;0,2,1;3,4,5;1,2,0;4,5,3;3,5,4;1,2,0	0,0,0;0,0,1;1,0,0;0,1,1;1,1,1;1,1,0;0,0,1;1,0,0;0,1,1;0,1,1;0,1,0;0,1,1;0,0,1;1,1,0;0,0,0;1,0,0;1,0,0;0,0,0;0,0,0;0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0	5,5,5,5,10,15,20,20,20,20,20,20,25,30,35,40,45,45,50,55	43,21,15,11,24,15,11,16,10,15,11,13,11,10,13,20,11,11,10,10	33,27
137	2	5	5	38	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0	3,-2,3,5,3,-2;3,1,3,10,6,-4;3,-1,8,13,9,-1;3,-1,8,18,7,2;8,2,13,23,5,5;8,5,13,26,3,8;8,8,13,31,6,6;8,6,16,31,9,4;13,4,21,34,7,7;13,2,21,39,5,10;13,0,26,44,3,13;13,-2,31,49,1,16;18,-4,31,54,4,19;18,-6,31,57,7,17;23,-3,36,57,10,20;28,0,41,57,13,23;33,-2,46,60,16,26;33,1,46,65,19,29;38,4,51,70,22,32;43,7,49,68,25,35	4,5,4,4,3,4,4,4	5,5,4,4,4,4,4,4	4,1,2;1,5,4;5,4,3;1,0,2;3,5,4;4,3,5;5,3,4;2,3,1;3,5,0;0,1,2;4,5,3;1,0,2;3,5,4;4,3,5;3,4,5;4,3,5;4,3,5;3,4,5;3,4,5;5,4,3	0,1,0;0,1,0;1,1,1;0,0,0;1,1,0;0,1,1;0,1,1;1,0,0;1,1,1;0,0,0;0,1,1;0,0,1;1,1,1;1,1,0;1,0,0;0,1,0;0,0,0;0,0,0;0,0,0;0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0	5,10,15,15,20,25,30,30,35,35,40,40,45,50,55,60,65,70,75,80	20,9,6,6,9,6,6,6,7,11,5,5,5,6,7,6,5,4,4,6	17,16
138	2	6	0	20	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1	3,5,5,3,5,5;1,10,3,1,5,10;-1,15,8,6,5,15;2,20,11,9,5,15;5,25,16,12,10,20;8,30,19,17,15,25;6,35,24,20,20,30;9,35,29,18,20,30;12,35,32,21,20,35;10,40,37,26,20,35;8,40,42,29,20,40;6,45,47,27,20,40;9,45,52,30,25,45;7,50,52,28,30,50;10,50,50,31,35,55;13,50,53,29,40,60;16,50,58,32,45,65;19,55,63,35,45,70;22,60,68,33,50,75;25,60,73,36,55,80	4,4,4,4,3,3,3,3	4,4,4,4,3,4,2,3	3,1,5;5,3,0;4,5,1;1,2,0;1,2,5;1,2,3;3,5,1;4,5,0;2,1,3;4,5,1;1,2,4;5,3,4;2,1,0;3,4,1;5,3,0;1,3,5;5,3,4;4,3,5;0,4,1;1,0,2	0,0,0;0,1,1;0,1,1;1,1,1;1,1,1;1,1,1;1,1,1;0,0,1;1,0,1;0,0,1;0,1,0;0,0,0;1,0,1;0,1,1;0,0,0;1,1,0;0,0,0;1,0,0;0,0,0;1,0,0	0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0	0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1	5,10,15,18,23,28,33,33,36,41,41,41,41,46,44,44,49,54,52,52	24,12,16,8,14,7,4,7,5,10,4,4,5,4,7,5,4,5,6,6	23,27
139	2	6	1	56	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0	3,5,5,3,5,5;1,10,3,1,5,10;-1,15,8,6,5,15;2,20,11,9,5,15;5,25,16,12,10,20;8,30,19,17,15,25;6,35,24,20,20,30;9,35,29,18,20,30;12,35,32,21,20,35;10,40,37,26,20,35;8,40,42,29,20,40;6,45,47,27,20,40;9,45,52,30,25,45;7,50,52,28,30,50;10,50,50,31,35,55;13,50,53,29,40,60;16,50,58,32,45,65;19,55,63,35,45,70;22,60,68,33,50,75;25,60,73,36,55,80	3,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3	0,3,2;0,1,3;3,1,2;1,4,5;0,5,2;0,2,1;5,3,4;1,0,2;0,1,2;3,5,4;3,5,4;1,0,2;3,5,4;0,1,2;5,4,3;2,1,0;5,3,4;1,0,2;3,5,4;0,1,2	0,0,0;1,0,1;1,1,1;1,0,0;1,1,1;1,1,1;1,1,1;0,1,1;1,0,1;1,0,0;1,1,0;1,0,1;1,1,1;0,1,0;0,0,0;0,1,0;0,0,0;0,0,0;1,0,0;0,1,0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0	5,10,13,11,9,12,15,13,16,19,22,25,28,31,29,27,30,33,36,39	21,9,10,7,12,11,6,7,6,10,8,7,6,7,7,5,6,13,7,10	10,10
140	2	6	2	49	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0	3,5,5,3,5,5;1,10,3,1,5,10;-1,15,8,6,5,15;2,20,11,9,5,15;5,25,16,12,10,20;8,30,19,17,15,25;6,35,24,20,20,30;9,35,29,18,20,30;12,35,32,21,20,35;10,40,37,26,20,35;8,40,42,29,20,40;6,45,47,27,20,40;9,45,52,30,25,45;7,50,52,28,30,50;10,50,50,31,35,55;13,50,53,29,40,60;16,50,58,32,45,65;19,55,63,35,45,70;22,60,68,33,50,75;25,60,73,36,55,80	4,4,4,4,4,4,3,3	4,4,4,4,4,4,4,4	4,5,3;0,1,2;0,2,1;2,4,0;0,5,1;0,4,3;1,3,4;1,3,0;3,5,1;2,5,1;5,4,0;4,3,2;5,4,3;1,3,4;5,3,0;4,5,2;1,5,4;3,5,2;5,4,3;4,3,0	0,0,0;1,0,1;0,1,1;1,0,1;1,1,1;1,1,1;1,1,1;0,0,1;1,1,0;1,0,1;1,0,0;0,0,1;1,1,1;1,0,1;0,0,0;0,0,0;1,0,0;0,0,0;0,0,1;0,0,0	1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0	1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0	-2,-4,1,4,7,12,15,18,21,19,22,20,23,21,26,29,32,37,40,45	36,20,11,12,21,9,6,6,6,12,6,6,5,11,14,7,5,6,6,16	24,16
141	2	6	3	20	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0	3,5,5,3,5,5;1,10,3,1,5,10;-1,15,8,6,5,15;2,20,11,9,5,15;5,25,16,12,10,20;8,30,19,17,15,25;6,35,24,20,20,30;9,35,29,18,20,30;12,35,32,21,20,35;10,40,37,26,20,35;8,40,42,29,20,40;6,45,47,27,20,40;9,45,52,30,25,45;7,50,52,28,30,50;10,50,50,31,35,55;13,50,53,29,40,60;16,50,58,32,45,65;19,55,63,35,45,70;22,60,68,33,50,75;25,60,73,36,55,80	5,5,4,4,4,4,3,3	5,5,5,5,4,4,4,4	5,1,4;3,1,0;0,5,3;4,5,3;0,1,2;3,5,4;4,5,3;1,2,0;1,0,2;0,2,1;3,5,4;3,4,5;5,3,4;5,3,4;4,5,3;2,0,1;0,2,1;0,2,1;3,5,4;4,5,3	0,0,0;1,0,1;0,1,1;0,0,1;1,1,1;1,1,1;1,1,1;0,1,1;0,1,1;0,1,1;1,1,0;0,0,0;1,1,1;1,0,1;0,0,0;0,0,1;0,0,1;0,0,0;1,0,0;0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0	5,10,15,15,15,20,25,30,35,35,35,35,35,35,35,40,45,50,55,60	13,8,6,6,12,6,5,6,5,6,6,5,5,4,190,7,5,6,5,6	18,17
142	2	6	4	64	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1	3,5,5,3,5,5;1,10,3,1,5,10;-1,15,8,6,5,15;2,20,11,9,5,15;5,25,16,12,10,20;8,30,19,17,15,25;6,35,24,20,20,30;9,35,29,18,20,30;12,35,32,21,20,35;10,40,37,26,20,35;8,40,42,29,20,40;6,45,47,27,20,40;9,45,52,30,25,45;7,50,52,28,30,50;10,50,50,31,35,55;13,50,53,29,40,60;16,50,58,32,45,65;19,55,63,35,45,70;22,60,68,33,50,75;25,60,73,36,55,80	3,3,4,2,3,3,4,4	4,2,3,3,5,2,4,3	2,4,1;4,0,5;1,3,4;0,3,2;4,0,3;0,3,4;0,5,1;1,4,0;0,5,2;1,2,0;2,5,1;4,5,3;1,0,2;1,0,2;2,1,0;3,2,5;0,2,3;0,5,1;0,5,1;3,0,2	0,0,0;1,1,0;1,1,0;1,1,1;1,1,1;1,1,1;0,1,1;0,0,1;1,1,1;1,1,0;1,1,0;0,0,0;0,1,1;1,0,0;1,1,0;1,0,0;0,0,0;0,0,0;0,0,0;0,0,0	1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1	0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0	3,3,1,4,2,0,-2,-4,-6,-6,-8,-5,-7,-9,-6,-8,-5,-2,1,4	9,7,7,7,7,7,8,6,6,7,6,6,5,5,6,6,6,6,6,8	10,12
143	2	6	5	30	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0	3,5,5,3,5,5;1,10,3,1,5,10;-1,15,8,6,5,15;2,20,11,9,5,15;5,25,16,12,10,20;8,30,19,17,15,25;6,35,24,20,20,30;9,35,29,18,20,30;12,35,32,21,20,35;10,40,37,26,20,35;8,40,42,29,20,40;6,45,47,27,20,40;9,45,52,30,25,45;7,50,52,28,30,50;10,50,50,31,35,55;13,50,53,29,40,60;16,50,58,32,45,65;19,55,63,35,45,70;22,60,68,33,50,75;25,60,73,36,55,80	4,4,2,4,4,4,2,4	4,4,2,4,5,5,3,4	4,0,1;3,5,1;1,0,5;3,4,2;4,3,5;1,0,5;3,1,0;0,2,4;5,1,0;0,2,4;0,2,5;4,5,2;5,4,1;1,3,2;3,4,1;2,0,5;4,5,0;5,3,0;0,1,4;2,0,3	0,0,0;1,0,0;1,0,1;1,0,1;1,1,1;1,1,1;1,1,0;1,1,0;1,0,1;0,1,0;0,1,1;0,0,1;1,1,0;1,0,0;0,0,1;0,0,0;0,0,0;0,0,0;0,0,0;0,0,0	1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0	0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0	3,8,13,11,16,21,24,29,32,37,40,45,43,43,48,46,49,54,59,64	26,11,9,11,22,9,7,6,7,15,9,7,5,9,10,9,5,5,5,7	22,15
144	2	7	0	25	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0	5,5,-2,5,3,3;10,10,-4,10,3,8;15,13,1,15,1,13;18,11,4,15,4,11;23,9,7,15,2,16;28,12,12,20,0,21;33,15,15,25,-2,24;33,13,18,30,-4,29;36,16,21,35,-6,32;41,19,19,35,-6,37;41,22,22,35,-8,40;41,25,20,35,-5,45;41,28,23,35,-7,43;46,31,21,35,-9,43;44,29,26,35,-6,48;44,27,29,40,-8,46;49,30,32,45,-5,49;54,33,37,50,-2,54;52,36,40,55,1,59;52,39,45,60,4,64	5,5,4,4,2,3,3,3	5,5,5,4,5,5,5,4	2,1,0;2,0,1;1,2,0;2,1,0;1,2,0;2,0,1;1,2,0;2,1,0;2,1,0;2,0,1;2,1,0;1,2,0;1,2,0;2,1,0;2,0,1;0,2,1;1,0,2;0,2,1;1,0,2;0,1,2	1,0,0;1,0,0;1,1,1;1,0,1;0,1,1;1,1,1;1,1,1;1,0,0;1,1,1;0,1,1;1,1,0;1,0,0;1,1,0;0,1,1;0,1,1;1,0,1;0,0,0;0,0,0;0,1,0;1,0,0	0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0	5,8,11,14,14,17,20,20,25,30,35,35,40,45,45,45,50,55,60,65	25,18,10,10,11,9,33,9,7,9,7,6,12,7,6,6,7,19,7,8	25,13
145	2	7	1	39	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0	5,5,-2,5,3,3;10,10,-4,10,3,8;15,13,1,15,1,13;18,11,4,15,4,11;23,9,7,15,2,16;28,12,12,20,0,21;33,15,15,25,-2,24;33,13,18,30,-4,29;36,16,21,35,-6,32;41,19,19,35,-6,37;41,22,22,35,-8,40;41,25,20,35,-5,45;41,28,23,35,-7,43;46,31,21,35,-9,43;44,29,26,35,-6,48;44,27,29,40,-8,46;49,30,32,45,-5,49;54,33,37,50,-2,54;52,36,40,55,1,59;52,39,45,60,4,64	4,4,4,4,4,4,4,4	4,4,4,4,3,4,4,4	1,0,2;3,1,5;2,4,1;0,4,1;3,1,0;5,1,2;4,2,1;0,5,2;3,2,5;4,1,0;4,0,2;3,1,5;3,0,5;3,5,0;4,5,1;0,4,1;1,3,2;5,1,4;5,1,0;3,0,2	0,0,1;0,0,0;1,0,1;1,1,0;0,0,1;1,1,1;0,1,1;0,1,1;1,1,1;0,1,1;0,0,1;0,1,1;0,0,0;0,0,1;0,0,1;1,1,1;0,0,0;0,0,0;0,0,1;0,1,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0	3,6,9,12,10,13,16,14,17,20,18,16,14,12,15,13,16,19,22,25	22,7,11,7,9,8,5,7,6,7,6,4,5,5,7,5,6,7,5,6	18,18
146	2	7	2	25	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1	5,5,-2,5,3,3;10,10,-4,10,3,8;15,13,1,15,1,13;18,11,4,15,4,11;23,9,7,15,2,16;28,12,12,20,0,21;33,15,15,25,-2,24;33,13,18,30,-4,29;36,16,21,35,-6,32;41,19,19,35,-6,37;41,22,22,35,-8,40;41,25,20,35,-5,45;41,28,23,35,-7,43;46,31,21,35,-9,43;44,29,26,35,-6,48;44,27,29,40,-8,46;49,30,32,45,-5,49;54,33,37,50,-2,54;52,36,40,55,1,59;52,39,45,60,4,64	3,2,3,2,3,2,2,3	2,2,4,3,2,2,2,2	2,0,1;1,4,2;1,0,2;1,0,2;0,1,2;0,2,1;0,2,1;0,1,2;1,2,0;2,0,1;1,0,2;1,0,2;5,2,0;2,1,0;3,1,2;0,2,1;2,4,1;1,4,5;2,0,1;0,1,2	1,0,0;0,1,1;1,1,1;0,1,1;1,0,1;1,1,1;1,1,1;0,0,1;1,1,1;0,1,1;1,0,1;1,0,0;0,1,0;0,1,1;1,1,0;1,0,1;0,0,0;0,0,0;0,1,0;1,0,0	1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,6,9,9,7,10,8,6,4,2,0,-2,-4,-6,-3,0,3,6,9,12	26,17,17,10,10,12,10,9,9,9,10,10,10,12,12,10,13,12,20,12	25,21
147	2	7	3	36	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1	5,5,-2,5,3,3;10,10,-4,10,3,8;15,13,1,15,1,13;18,11,4,15,4,11;23,9,7,15,2,16;28,12,12,20,0,21;33,15,15,25,-2,24;33,13,18,30,-4,29;36,16,21,35,-6,32;41,19,19,35,-6,37;41,22,22,35,-8,40;41,25,20,35,-5,45;41,28,23,35,-7,43;46,31,21,35,-9,43;44,29,26,35,-6,48;44,27,29,40,-8,46;49,30,32,45,-5,49;54,33,37,50,-2,54;52,36,40,55,1,59;52,39,45,60,4,64	3,5,5,4,3,3,2,3	4,5,5,5,3,4,3,4	3,4,5;5,2,3;1,3,0;1,2,0;3,4,5;5,3,4;0,3,1;1,4,5;5,3,2;5,3,4;1,5,2;5,0,4;2,0,1;5,4,3;0,1,4;4,3,2;3,5,2;4,1,3;2,4,5;5,3,4	0,0,0;0,1,0;1,1,1;0,1,1;0,0,1;1,1,0;1,1,1;0,0,1;1,1,1;1,0,0;1,1,1;1,0,1;1,0,1;0,0,0;1,1,0;1,0,0;0,0,0;0,0,0;0,0,0;0,0,0	1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1	-2,3,6,9,12,15,13,16,14,12,15,13,11,14,17,20,23,21,24,22	40,25,21,20,19,12,13,20,10,16,18,13,13,10,18,11,11,12,18,18	82,29
148	2	7	4	21	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0	5,5,-2,5,3,3;10,10,-4,10,3,8;15,13,1,15,1,13;18,11,4,15,4,11;23,9,7,15,2,16;28,12,12,20,0,21;33,15,15,25,-2,24;33,13,18,30,-4,29;36,16,21,35,-6,32;41,19,19,35,-6,37;41,22,22,35,-8,40;41,25,20,35,-5,45;41,28,23,35,-7,43;46,31,21,35,-9,43;44,29,26,35,-6,48;44,27,29,40,-8,46;49,30,32,45,-5,49;54,33,37,50,-2,54;52,36,40,55,1,59;52,39,45,60,4,64	5,5,5,5,4,3,5,4	4,5,5,5,4,3,4,2	4,3,5;1,3,4;2,1,0;4,3,5;4,5,2;5,4,3;5,3,2;4,0,5;1,5,2;0,2,1;4,3,5;3,4,5;5,2,3;3,4,5;2,0,1;5,3,4;3,4,5;3,4,5;2,5,3;5,1,4	0,0,0;0,0,1;1,1,1;1,0,0;0,1,1;1,0,1;1,1,1;0,0,1;1,1,1;1,0,1;0,0,1;0,1,1;0,1,0;0,0,0;0,1,1;1,0,1;0,0,0;0,0,0;0,0,0;0,0,0	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1	5,3,1,4,7,10,13,16,19,22,20,18,16,19,22,25,28,31,34,32	16,17,10,12,15,8,8,9,33,10,7,7,7,7,11,7,8,6,7,8	39,19
