subject	chain	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	IP_Hub_Country_Code	IP_Hub_ISP	IP_Hub_nonUSIP	IP_Hub_VPS	IP_Hub_recommend_block
267.0	4	9	3	35	Female	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1	5,0,0,5,-2,0;10,5,5,5,1,0;15,10,10,10,-1,0;20,15,10,10,-3,5;25,20,10,10,0,5;30,25,10,10,3,3;30,30,15,10,6,6;30,30,20,10,9,11;30,35,25,10,12,14;30,35,25,8,10,17;30,35,25,13,8,20;30,40,30,18,6,25;30,45,30,23,9,23;30,45,35,28,12,26;30,50,40,33,10,24;35,55,45,38,13,27;40,60,45,43,16,25;40,65,45,48,14,28;40,70,45,53,17,31;40,70,50,58,20,29	more	more	3,2,5;5,0,4;5,1,3;3,0,4;3,1,4;3,0,4;3,2,5;4,0,5;4,2,3;5,1,4;5,0,4;3,0,4;4,0,3;5,0,4;3,0,4;4,1,5;3,2,5;3,4,1;4,0,3;5,0,4	0,1,1;1,0,0;1,0,0;1,0,1;1,0,0;1,0,0;0,1,1;1,0,1;1,1,0;1,0,0;1,0,0;1,0,0;1,0,1;1,0,1;1,0,0;0,0,0;0,1,1;1,0,1;1,0,1;0,0,1	0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0	0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0	5,8,13,16,21,26,31,36,41,41,41,41,46,51,51,56,56,59,57,57	22,12,7,6,11,6,6,5,5,10,4,13,5,5,6,4,4,5,4,7	US	CHARTER-20115	0	0	0
268.0	4	9	4	36	Female	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0	5,0,0,5,-2,0;10,5,5,5,1,0;15,10,10,10,-1,0;20,15,10,10,-3,5;25,20,10,10,0,5;30,25,10,10,3,3;30,30,15,10,6,6;30,30,20,10,9,11;30,35,25,10,12,14;30,35,25,8,10,17;30,35,25,13,8,20;30,40,30,18,6,25;30,45,30,23,9,23;30,45,35,28,12,26;30,50,40,33,10,24;35,55,45,38,13,27;40,60,45,43,16,25;40,65,45,48,14,28;40,70,45,53,17,31;40,70,50,58,20,29	equal	less	3,5,4;4,3,5;2,1,0;2,0,1;1,0,2;1,2,0;3,5,4;4,5,3;0,3,4;2,0,1;1,0,2;2,0,1;1,2,0;3,5,4;1,2,0;0,2,1;0,3,4;5,4,3;4,5,3;4,5,3	0,1,1;0,1,1;0,0,0;1,0,0;0,0,1;0,1,0;0,1,1;1,1,0;0,0,1;0,0,0;0,0,0;1,0,1;1,0,0;1,1,1;1,1,0;0,0,0;0,0,0;1,0,1;1,1,1;1,0,1	1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0	1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1	-2,1,6,11,9,12,15,18,16,14,12,10,8,6,4,7,12,10,13,18	47,12,6,43,21,10,30,12,9,8,153,6,5,7,8,7,6,6,7,6	SC	INT-NETWORK	1	0	1
269.0	4	9	5	19	Female	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1	5,0,0,5,-2,0;10,5,5,5,1,0;15,10,10,10,-1,0;20,15,10,10,-3,5;25,20,10,10,0,5;30,25,10,10,3,3;30,30,15,10,6,6;30,30,20,10,9,11;30,35,25,10,12,14;30,35,25,8,10,17;30,35,25,13,8,20;30,40,30,18,6,25;30,45,30,23,9,23;30,45,35,28,12,26;30,50,40,33,10,24;35,55,45,38,13,27;40,60,45,43,16,25;40,65,45,48,14,28;40,70,45,53,17,31;40,70,50,58,20,29	equal	less	5,3,4;1,2,4;4,3,1;2,0,4;2,1,0;0,4,3;5,3,4;1,2,0;3,4,5;0,3,2;4,1,5;1,4,2;2,5,4;2,4,5;2,0,1;4,3,0;5,4,3;5,4,0;3,5,1;2,1,0	1,0,1;0,0,0;1,0,0;1,0,1;1,0,0;0,0,1;1,0,1;0,1,0;0,1,1;0,0,0;0,0,1;1,0,1;0,0,1;1,1,1;1,0,1;0,0,0;1,0,0;1,0,0;1,1,1;1,0,0	1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1	3,6,4,7,12,10,8,8,13,13,18,23,23,28,33,33,38,43,48,53	13,10,5,7,10,5,4,3,4,7,4,3,4,3,5,3,3,5,3,5	US	WINDSTREAM	0	0	0
	5	0	0	38	Female	0	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	equal	equal	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1	0,0,0,0,0,5,10,10,10,10,15,20,20,25,30,30,30,30,35,40	10,5,4,4,11,4,4,3,3,5,11,3,4,3,5,3,3,3,3,4	US	COMCAST-7922	0	0	0
	5	0	1	44	Female	0	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	equal	equal	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1	5,10,10,15,15,15,15,15,20,20,20,25,30,30,35,40,45,50,55,60	13,7,6,5,16,5,5,4,3,7,5,5,4,4,7,4,3,3,3,9	US	CLARITY-TELECOM	0	0	0
	5	0	2	41	Female	0	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	equal	more	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	-2,-2,-2,-4,-4,-4,-4,1,4,9,14,19,19,24,29,34,39,44,44,44	14,8,8,4,11,4,3,2,3,7,3,2,2,2,4,2,2,2,2,4	US	WOOD-AS	0	0	0
	5	0	3	31	Male	1	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	equal	equal	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0	1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1	3,3,6,11,14,12,15,18,21,24,27,30,30,35,40,38,38,38,43,48	38,34,12,12,24,6,6,5,8,10,4,4,3,4,8,4,3,4,4,7	US	BANNER-HEALTH-ARIZONA	0	0	0
	5	0	4	41	Female	1	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	more	equal	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0	0,0,5,5,10,15,15,15,15,20,25,30,28,33,33,38,38,43,48,48	15,8,4,5,11,11,6,3,3,6,7,5,8,3,4,3,4,4,3,4	US	CHARTER-20115	0	0	0
	5	0	5	64	Female	1	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	equal	equal	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0	0,3,8,13,13,11,11,16,21,21,19,19,19,24,29,34,39,44,44,44	11,15,6,5,23,11,4,4,5,11,8,3,4,3,6,5,3,4,4,6	US	MIDCO-NET	0	0	0
270.0	5	1	0	40	Female	0	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0	0,5,-2,3,0,0;0,10,-2,3,0,3;0,10,-2,6,5,8;0,15,-4,11,5,13;0,15,-4,14,10,13;5,15,-4,12,15,11;10,15,-4,15,15,11;10,15,1,18,15,16;10,20,4,21,15,21;10,20,9,24,20,21;15,20,14,27,25,19;20,25,19,30,30,19;20,30,19,30,28,19;25,30,24,35,33,24;30,35,29,40,33,29;30,40,34,38,38,34;30,45,39,38,38,39;30,50,44,38,43,44;35,55,44,43,48,44;40,60,44,48,48,44	more	more	0,1,2;1,3,0;5,3,4;1,2,0;0,2,1;0,1,2;1,2,0;2,1,0;1,0,2;1,2,0;0,1,2;1,2,0;2,0,1;0,1,2;1,2,0;1,0,2;0,2,1;1,0,2;0,1,2;2,0,1	0,1,0;1,0,0;1,1,1;1,0,0;0,0,0;1,0,0;0,0,1;0,1,1;0,1,0;1,0,1;0,1,0;0,0,0;0,0,1;0,1,0;0,0,0;0,1,0;1,0,0;0,1,0;1,1,0;0,1,1	0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1	5,5,8,13,13,13,13,18,21,21,26,31,31,36,41,46,51,56,61,66	29,31,19,10,15,7,6,9,8,8,6,6,5,6,7,7,5,5,5,6	HN	SOCIEDAD	1	1	1
271.0	5	1	1	18	Female	0	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1	0,5,-2,3,0,0;0,10,-2,3,0,3;0,10,-2,6,5,8;0,15,-4,11,5,13;0,15,-4,14,10,13;5,15,-4,12,15,11;10,15,-4,15,15,11;10,15,1,18,15,16;10,20,4,21,15,21;10,20,9,24,20,21;15,20,14,27,25,19;20,25,19,30,30,19;20,30,19,30,28,19;25,30,24,35,33,24;30,35,29,40,33,29;30,40,34,38,38,34;30,45,39,38,38,39;30,50,44,38,43,44;35,55,44,43,48,44;40,60,44,48,48,44	less	less	0,1,2;0,4,5;2,1,0;0,2,1;0,1,2;2,1,0;0,2,1;3,5,2;0,4,5;3,4,5;4,1,3;4,2,0;3,1,5;1,0,2;4,5,3;0,2,4;3,2,0;2,3,0;5,3,0;5,0,4	0,1,0;0,0,1;0,0,0;0,0,1;0,0,0;0,0,1;1,0,0;0,0,0;1,1,0;0,0,1;0,1,0;0,0,0;0,1,0;1,0,0;1,0,0;1,0,0;1,0,1;0,1,1;0,1,1;0,1,0	0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1	0,5,8,6,6,4,2,0,-2,1,4,2,5,3,1,-1,-3,0,-2,1	16,15,7,7,5,6,7,10,7,9,6,7,7,6,7,9,6,7,6,9	US	COMCAST-7922	0	0	0
272.0	5	1	2	30	Male	0	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1	0,5,-2,3,0,0;0,10,-2,3,0,3;0,10,-2,6,5,8;0,15,-4,11,5,13;0,15,-4,14,10,13;5,15,-4,12,15,11;10,15,-4,15,15,11;10,15,1,18,15,16;10,20,4,21,15,21;10,20,9,24,20,21;15,20,14,27,25,19;20,25,19,30,30,19;20,30,19,30,28,19;25,30,24,35,33,24;30,35,29,40,33,29;30,40,34,38,38,34;30,45,39,38,38,39;30,50,44,38,43,44;35,55,44,43,48,44;40,60,44,48,48,44	equal	equal	0,2,4;2,4,0;1,4,3;2,1,5;1,2,3;1,2,4;1,0,4;0,2,4;1,0,3;2,1,4;1,3,2;0,5,2;1,0,5;0,2,4;2,1,4;2,0,3;2,0,4;1,3,2;3,1,0;5,2,1	0,0,0;0,0,0;0,1,1;0,1,1;0,0,1;0,0,1;0,1,0;1,0,1;0,1,0;0,1,0;1,0,0;0,1,0;1,0,0;0,0,0;0,0,1;0,1,1;0,1,1;0,1,0;1,1,1;0,0,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0	-2,-4,-1,2,5,3,1,-1,-3,0,-2,1,-1,2,5,8,11,14,12,10	15,15,7,6,10,6,5,4,5,5,5,5,10,6,5,5,4,5,6,6	SC	INT-NETWORK	1	0	1
273.0	5	1	3	56	Male	1	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0	0,5,-2,3,0,0;0,10,-2,3,0,3;0,10,-2,6,5,8;0,15,-4,11,5,13;0,15,-4,14,10,13;5,15,-4,12,15,11;10,15,-4,15,15,11;10,15,1,18,15,16;10,20,4,21,15,21;10,20,9,24,20,21;15,20,14,27,25,19;20,25,19,30,30,19;20,30,19,30,28,19;25,30,24,35,33,24;30,35,29,40,33,29;30,40,34,38,38,34;30,45,39,38,38,39;30,50,44,38,43,44;35,55,44,43,48,44;40,60,44,48,48,44	equal	more	5,3,1;3,1,2;3,4,5;2,1,4;5,4,3;4,5,0;4,5,3;2,0,1;5,3,4;0,1,2;5,4,3;4,3,5;3,4,5;5,3,4;5,4,3;4,3,5;5,4,3;3,4,5;1,0,2;4,5,3	0,1,1;0,1,0;1,1,1;0,1,0;0,1,1;1,0,1;0,0,1;0,1,1;0,0,1;1,1,0;1,0,0;0,0,1;0,0,0;0,0,0;0,1,0;0,1,0;0,1,1;1,0,0;1,1,0;0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0	5,10,15,15,20,25,30,30,30,30,35,40,40,45,50,55,60,65,65,65	26,11,6,7,15,9,7,6,5,8,6,5,4,5,6,6,4,4,4,6	US	COMCAST-7922	0	0	0
274.0	5	1	4	30	Male	1	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1	0,5,-2,3,0,0;0,10,-2,3,0,3;0,10,-2,6,5,8;0,15,-4,11,5,13;0,15,-4,14,10,13;5,15,-4,12,15,11;10,15,-4,15,15,11;10,15,1,18,15,16;10,20,4,21,15,21;10,20,9,24,20,21;15,20,14,27,25,19;20,25,19,30,30,19;20,30,19,30,28,19;25,30,24,35,33,24;30,35,29,40,33,29;30,40,34,38,38,34;30,45,39,38,38,39;30,50,44,38,43,44;35,55,44,43,48,44;40,60,44,48,48,44	equal	equal	5,1,4;1,0,2;2,0,1;0,2,1;0,1,2;2,0,1;0,1,2;0,2,1;0,2,1;0,1,2;2,1,0;2,0,1;0,1,2;1,0,2;2,0,1;0,1,2;2,0,1;1,2,0;1,0,2;0,2,1	0,1,0;1,0,0;0,0,0;0,0,1;0,0,0;0,1,0;1,0,0;1,0,1;1,0,0;1,1,0;0,1,0;0,0,0;0,1,0;1,0,0;0,0,0;1,0,0;0,1,0;0,0,1;1,1,0;1,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,5,10,10,10,10,15,20,25,30,35,35,40,45,50,55,60,60,60	30,15,11,8,20,7,6,7,5,15,6,6,5,7,10,4,5,5,5,11	US	UUNET	0	0	0
275.0	5	1	5	24	Male	1	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1	0,5,-2,3,0,0;0,10,-2,3,0,3;0,10,-2,6,5,8;0,15,-4,11,5,13;0,15,-4,14,10,13;5,15,-4,12,15,11;10,15,-4,15,15,11;10,15,1,18,15,16;10,20,4,21,15,21;10,20,9,24,20,21;15,20,14,27,25,19;20,25,19,30,30,19;20,30,19,30,28,19;25,30,24,35,33,24;30,35,29,40,33,29;30,40,34,38,38,34;30,45,39,38,38,39;30,50,44,38,43,44;35,55,44,43,48,44;40,60,44,48,48,44	less	equal	4,5,2;4,1,5;1,4,5;5,2,0;4,3,0;3,4,5;5,3,4;0,2,1;3,5,1;3,4,5;4,2,5;4,2,1;5,3,1;5,0,3;3,4,2;0,2,1;1,4,0;3,2,1;3,4,5;0,3,4	0,0,0;0,1,1;0,1,1;1,0,0;1,1,0;0,1,0;0,1,0;1,0,1;0,0,0;0,0,1;0,0,1;0,0,0;0,0,1;0,0,0;0,1,0;1,0,0;0,1,1;1,0,0;1,1,0;1,1,0	1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1	-2,-2,1,-1,2,0,3,6,9,12,15,18,16,14,17,15,18,21,19,22	112,22,12,18,23,15,10,11,19,45,23,11,9,9,20,9,12,9,9,8	US	TIER-NET	0	0	0
276.0	5	2	0	60	Female	0	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0	5,0,-2,5,0,-2;5,5,-4,10,0,-2;8,8,-1,15,5,1;13,6,2,15,10,-1;13,6,5,20,10,2;13,4,3,25,10,0;13,2,1,30,10,3;18,0,-1,30,15,6;21,-2,-3,30,20,9;21,1,0,30,25,12;26,4,-2,35,30,15;31,2,1,40,35,18;31,5,-1,40,35,16;36,3,2,45,40,14;41,1,5,50,45,17;46,-1,8,55,50,15;51,-3,11,60,55,18;56,0,14,65,60,21;61,-2,12,65,60,19;66,1,10,65,60,22	equal	equal	1,4,0;1,2,0;0,4,2;0,2,1;2,0,1;5,4,3;4,5,3;4,5,3;1,0,2;2,1,0;0,2,1;0,1,2;1,0,2;0,2,1;0,1,2;2,0,1;2,0,1;0,2,1;2,1,0;0,2,1	0,0,1;1,0,0;1,1,1;1,1,0;1,0,0;0,0,1;0,1,1;0,0,1;1,0,1;0,0,1;0,1,0;0,1,0;1,0,0;0,0,1;0,1,0;0,0,1;0,0,1;0,0,0;0,0,1;1,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1	0,5,5,10,10,10,15,20,20,25,30,35,35,40,45,50,55,60,60,65	22,14,9,10,33,9,6,6,6,10,6,5,7,7,11,7,7,6,6,9	US	CHARTER-20115	0	0	0
277.0	5	2	1	30	Male	0	1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1	1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1	5,0,-2,5,0,-2;5,5,-4,10,0,-2;8,8,-1,15,5,1;13,6,2,15,10,-1;13,6,5,20,10,2;13,4,3,25,10,0;13,2,1,30,10,3;18,0,-1,30,15,6;21,-2,-3,30,20,9;21,1,0,30,25,12;26,4,-2,35,30,15;31,2,1,40,35,18;31,5,-1,40,35,16;36,3,2,45,40,14;41,1,5,50,45,17;46,-1,8,55,50,15;51,-3,11,60,55,18;56,0,14,65,60,21;61,-2,12,65,60,19;66,1,10,65,60,22	more	more	2,3,4;5,0,2;1,4,0;0,2,1;1,5,0;4,1,2;1,4,2;2,4,1;2,3,5;0,5,2;5,0,4;2,5,1;0,3,1;2,3,1;2,5,0;1,4,2;2,3,4;2,0,4;2,4,0;1,4,2	0,1,0;0,0,0;1,1,1;1,1,0;0,1,0;0,0,0;0,0,0;1,0,1;1,1,0;1,0,0;0,0,0;0,0,1;0,0,1;0,0,1;0,0,0;1,0,0;0,0,0;0,0,0;0,0,1;1,0,0	1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,8,11,16,21,26,26,31,36,41,46,51,51,56,61,64,69,74,74,74	44,16,9,8,18,9,6,5,5,8,8,5,4,5,6,5,4,4,4,6	US	TWC-11351-NORTHEAST	0	0	0
